,number,value,datetime_start,datetime_complete,duration,params_alpha_actor,params_alpha_critic,state
148,148,-7.983946991093777,2024-09-28 19:19:06.993391,2024-09-28 19:19:09.314461,0 days 00:00:02.321070,0.9455047433520838,0.8243970990311699,COMPLETE
149,149,-7.99643217416559,2024-09-28 19:19:09.315567,2024-09-28 19:19:11.518515,0 days 00:00:02.202948,0.8713538904076783,0.7340160850329243,COMPLETE
150,150,-11.959025293755992,2024-09-28 19:19:11.519452,2024-09-28 19:19:15.211497,0 days 00:00:03.692045,0.9663979380265127,0.0913628237604922,COMPLETE
151,151,-8.404876337532796,2024-09-28 19:19:15.212417,2024-09-28 19:19:17.697987,0 days 00:00:02.485570,0.9511194913882963,0.37519478387301886,COMPLETE
152,152,-7.938450322798693,2024-09-28 19:19:17.698888,2024-09-28 19:19:19.941938,0 days 00:00:02.243050,0.9987813623550302,0.8001701939378796,COMPLETE
153,153,-7.9812398853099165,2024-09-28 19:19:19.942925,2024-09-28 19:19:22.166811,0 days 00:00:02.223886,0.924125484403423,0.7797794833419122,COMPLETE
154,154,-8.304155317850979,2024-09-28 19:19:22.167741,2024-09-28 19:19:24.543903,0 days 00:00:02.376162,0.6711669456035153,0.8573942037888437,COMPLETE
155,155,-7.873535399350567,2024-09-28 19:19:24.544820,2024-09-28 19:19:26.759455,0 days 00:00:02.214635,0.9683965288290931,0.7545080816124565,COMPLETE
156,156,-7.941537041542616,2024-09-28 19:19:26.760549,2024-09-28 19:19:29.040451,0 days 00:00:02.279902,0.9757316682386078,0.7202076956361652,COMPLETE
157,157,-7.927886880018278,2024-09-28 19:19:29.041393,2024-09-28 19:19:31.239948,0 days 00:00:02.198555,0.9356874152563986,0.7482397278850367,COMPLETE
158,158,-7.9178992217656665,2024-09-28 19:19:31.241019,2024-09-28 19:19:33.473774,0 days 00:00:02.232755,0.9999210652130521,0.7011566462400464,COMPLETE
159,159,-7.982369270709466,2024-09-28 19:19:33.474758,2024-09-28 19:19:35.707361,0 days 00:00:02.232603,0.9016012797958718,0.7647178969206558,COMPLETE
160,160,-7.924833957161826,2024-09-28 19:19:35.708371,2024-09-28 19:19:38.062666,0 days 00:00:02.354295,0.9680881992856867,0.6761816755925492,COMPLETE
161,161,-8.027520009303206,2024-09-28 19:19:38.063674,2024-09-28 19:19:40.403749,0 days 00:00:02.340075,0.9524559678043283,0.8247114410266202,COMPLETE
162,162,-7.895792130543407,2024-09-28 19:19:40.405304,2024-09-28 19:19:42.635083,0 days 00:00:02.229779,0.9828908425986252,0.7963796115311458,COMPLETE
163,163,-7.99653805717972,2024-09-28 19:19:42.636118,2024-09-28 19:19:44.834301,0 days 00:00:02.198183,0.9554181189860027,0.7805113531496526,COMPLETE
164,164,-8.041812761537665,2024-09-28 19:19:44.835336,2024-09-28 19:19:47.069228,0 days 00:00:02.233892,0.9173869132388411,0.7351754418269753,COMPLETE
